division,date,unemployment
"Nashua, NH-MA NECTA Div",2010-11-01,60.0
"Nashua, NH-MA NECTA Div",2010-12-01,59.0
"Nashua, NH-MA NECTA Div",2011-01-01,58.0
"Nashua, NH-MA NECTA Div",2011-02-01,57.0
"Nashua, NH-MA NECTA Div",2011-03-01,57.0
"Nashua, NH-MA NECTA Div",2011-04-01,57.0
"Nashua, NH-MA NECTA Div",2011-05-01,57.0
"Nashua, NH-MA NECTA Div",2011-06-01,57.0
"Nashua, NH-MA NECTA Div",2011-07-01,58.0
"Nashua, NH-MA NECTA Div",2011-08-01,58.0
"Nashua, NH-MA NECTA Div",2011-09-01,58.0
"Nashua, NH-MA NECTA Div",2011-10-01,58.0
"Nashua, NH-MA NECTA Div",2011-11-01,57.0
"Nashua, NH-MA NECTA Div",2011-12-01,56.0
"Nashua, NH-MA NECTA Div",2012-01-01,56.0
"Nashua, NH-MA NECTA Div",2012-02-01,56.0
"Nashua, NH-MA NECTA Div",2012-03-01,56.0
"Nashua, NH-MA NECTA Div",2012-04-01,56.0
"Nashua, NH-MA NECTA Div",2012-05-01,56.0
"Nashua, NH-MA NECTA Div",2012-06-01,57.0
"Nashua, NH-MA NECTA Div",2012-07-01,58.0
"Nashua, NH-MA NECTA Div",2012-08-01,58.0
"Nashua, NH-MA NECTA Div",2012-09-01,58.0
"Nashua, NH-MA NECTA Div",2012-10-01,59.0
"Nashua, NH-MA NECTA Div",2012-11-01,59.0
"Nashua, NH-MA NECTA Div",2012-12-01,59.0
"Nashua, NH-MA NECTA Div",2013-01-01,60.0
"Nashua, NH-MA NECTA Div",2013-02-01,60.0
"Nashua, NH-MA NECTA Div",2013-03-01,60.0
"Nashua, NH-MA NECTA Div",2013-04-01,59.0
"Nashua, NH-MA NECTA Div",2013-05-01,58.0
"Nashua, NH-MA NECTA Div",2013-06-01,55.0
"Nashua, NH-MA NECTA Div",2013-07-01,54.0
"Nashua, NH-MA NECTA Div",2013-08-01,52.0
"Nashua, NH-MA NECTA Div",2013-09-01,52.0
"Nashua, NH-MA NECTA Div",2013-10-01,54.0
"Nassau-Suffolk, NY Met Div",2000-01-01,34.0
"Nassau-Suffolk, NY Met Div",2000-02-01,34.0
"Nassau-Suffolk, NY Met Div",2000-03-01,34.0
"Nassau-Suffolk, NY Met Div",2000-04-01,34.0
"Nassau-Suffolk, NY Met Div",2000-05-01,34.0
"Nassau-Suffolk, NY Met Div",2000-06-01,34.0
"Nassau-Suffolk, NY Met Div",2000-07-01,34.0
"Nassau-Suffolk, NY Met Div",2000-08-01,34.0
"Nassau-Suffolk, NY Met Div",2000-09-01,34.0
"Nassau-Suffolk, NY Met Div",2000-10-01,33.0
"Nassau-Suffolk, NY Met Div",2000-11-01,33.0
"Nassau-Suffolk, NY Met Div",2000-12-01,32.0
"Nassau-Suffolk, NY Met Div",2001-01-01,32.0
"Nassau-Suffolk, NY Met Div",2001-02-01,32.0
"Nassau-Suffolk, NY Met Div",2001-03-01,33.0
"Nassau-Suffolk, NY Met Div",2001-04-01,33.0
"Nassau-Suffolk, NY Met Div",2001-05-01,34.0
"Nassau-Suffolk, NY Met Div",2001-06-01,36.0
"Nassau-Suffolk, NY Met Div",2001-07-01,37.0
"Nassau-Suffolk, NY Met Div",2001-08-01,39.0
"Nassau-Suffolk, NY Met Div",2001-09-01,41.0
"Nassau-Suffolk, NY Met Div",2001-10-01,43.0
"Nassau-Suffolk, NY Met Div",2001-11-01,45.0
"Nassau-Suffolk, NY Met Div",2001-12-01,47.0
"Nassau-Suffolk, NY Met Div",2002-01-01,48.0
"Nassau-Suffolk, NY Met Div",2002-02-01,48.0
"Nassau-Suffolk, NY Met Div",2002-03-01,48.0
"Nassau-Suffolk, NY Met Div",2002-04-01,48.0
"Nassau-Suffolk, NY Met Div",2002-05-01,48.0
"Nassau-Suffolk, NY Met Div",2002-06-01,47.0
"Nassau-Suffolk, NY Met Div",2002-07-01,46.0
"Nassau-Suffolk, NY Met Div",2002-08-01,46.0
"Nassau-Suffolk, NY Met Div",2002-09-01,46.0
"Nassau-Suffolk, NY Met Div",2002-10-01,46.0
"Nassau-Suffolk, NY Met Div",2002-11-01,46.0
"Nassau-Suffolk, NY Met Div",2002-12-01,46.0
"Nassau-Suffolk, NY Met Div",2003-01-01,46.0
"Nassau-Suffolk, NY Met Div",2003-02-01,47.0
"Nassau-Suffolk, NY Met Div",2003-03-01,47.0
"Nassau-Suffolk, NY Met Div",2003-04-01,47.0
"Nassau-Suffolk, NY Met Div",2003-05-01,48.0
"Nassau-Suffolk, NY Met Div",2003-06-01,48.0
"Nassau-Suffolk, NY Met Div",2003-07-01,48.0
"Nassau-Suffolk, NY Met Div",2003-08-01,48.0
"Nassau-Suffolk, NY Met Div",2003-09-01,48.0
"Nassau-Suffolk, NY Met Div",2003-10-01,48.0
"Nassau-Suffolk, NY Met Div",2003-11-01,48.0
"Nassau-Suffolk, NY Met Div",2003-12-01,48.0
"Nassau-Suffolk, NY Met Div",2004-01-01,48.0
"Nassau-Suffolk, NY Met Div",2004-02-01,48.0
"Nassau-Suffolk, NY Met Div",2004-03-01,48.0
"Nassau-Suffolk, NY Met Div",2004-04-01,48.0
"Nassau-Suffolk, NY Met Div",2004-05-01,47.0
"Nassau-Suffolk, NY Met Div",2004-06-01,46.0
"Nassau-Suffolk, NY Met Div",2004-07-01,45.0
"Nassau-Suffolk, NY Met Div",2004-08-01,45.0
"Nassau-Suffolk, NY Met Div",2004-09-01,44.0
"Nassau-Suffolk, NY Met Div",2004-10-01,44.0
"Nassau-Suffolk, NY Met Div",2004-11-01,44.0
"Nassau-Suffolk, NY Met Div",2004-12-01,43.0
"Nassau-Suffolk, NY Met Div",2005-01-01,43.0
"Nassau-Suffolk, NY Met Div",2005-02-01,42.0
"Nassau-Suffolk, NY Met Div",2005-03-01,42.0
"Nassau-Suffolk, NY Met Div",2005-04-01,41.0
"Nassau-Suffolk, NY Met Div",2005-05-01,41.0
"Nassau-Suffolk, NY Met Div",2005-06-01,41.0
"Nassau-Suffolk, NY Met Div",2005-07-01,42.0
"Nassau-Suffolk, NY Met Div",2005-08-01,42.0
"Nassau-Suffolk, NY Met Div",2005-09-01,42.0
"Nassau-Suffolk, NY Met Div",2005-10-01,42.0
"Nassau-Suffolk, NY Met Div",2005-11-01,41.0
"Nassau-Suffolk, NY Met Div",2005-12-01,41.0
"Nassau-Suffolk, NY Met Div",2006-01-01,40.0
"Nassau-Suffolk, NY Met Div",2006-02-01,40.0
"Nassau-Suffolk, NY Met Div",2006-03-01,40.0
"Nassau-Suffolk, NY Met Div",2006-04-01,41.0
"Nassau-Suffolk, NY Met Div",2006-05-01,41.0
"Nassau-Suffolk, NY Met Div",2006-06-01,41.0
"Nassau-Suffolk, NY Met Div",2006-07-01,40.0
"Nassau-Suffolk, NY Met Div",2006-08-01,39.0
"Nassau-Suffolk, NY Met Div",2006-09-01,39.0
"Nassau-Suffolk, NY Met Div",2006-10-01,38.0
"Nassau-Suffolk, NY Met Div",2006-11-01,37.0
"Nassau-Suffolk, NY Met Div",2006-12-01,36.0
"Nassau-Suffolk, NY Met Div",2007-01-01,36.0
"Nassau-Suffolk, NY Met Div",2007-02-01,36.0
"Nassau-Suffolk, NY Met Div",2007-03-01,36.0
"Nassau-Suffolk, NY Met Div",2007-04-01,36.0
"Nassau-Suffolk, NY Met Div",2007-05-01,37.0
"Nassau-Suffolk, NY Met Div",2007-06-01,38.0
"Nassau-Suffolk, NY Met Div",2007-07-01,39.0
"Nassau-Suffolk, NY Met Div",2007-08-01,39.0
"Nassau-Suffolk, NY Met Div",2007-09-01,40.0
"Nassau-Suffolk, NY Met Div",2007-10-01,41.0
"Nassau-Suffolk, NY Met Div",2007-11-01,41.0
"Nassau-Suffolk, NY Met Div",2007-12-01,41.0
"Nassau-Suffolk, NY Met Div",2008-01-01,42.0
"Nassau-Suffolk, NY Met Div",2008-02-01,43.0
"Nassau-Suffolk, NY Met Div",2008-03-01,44.0
"Nassau-Suffolk, NY Met Div",2008-04-01,45.0
"Nassau-Suffolk, NY Met Div",2008-05-01,46.0
"Nassau-Suffolk, NY Met Div",2008-06-01,48.0
"Nassau-Suffolk, NY Met Div",2008-07-01,49.0
"Nassau-Suffolk, NY Met Div",2008-08-01,50.0
"Nassau-Suffolk, NY Met Div",2008-09-01,52.0
"Nassau-Suffolk, NY Met Div",2008-10-01,54.0
"Nassau-Suffolk, NY Met Div",2008-11-01,57.0
"Nassau-Suffolk, NY Met Div",2008-12-01,60.0
"Nassau-Suffolk, NY Met Div",2009-01-01,63.0
"Nassau-Suffolk, NY Met Div",2009-02-01,67.0
"Nassau-Suffolk, NY Met Div",2009-03-01,69.0
"Nassau-Suffolk, NY Met Div",2009-04-01,71.0
"Nassau-Suffolk, NY Met Div",2009-05-01,73.0
"Nassau-Suffolk, NY Met Div",2009-06-01,74.0
"Nassau-Suffolk, NY Met Div",2009-07-01,74.0
"Nassau-Suffolk, NY Met Div",2009-08-01,74.0
"Nassau-Suffolk, NY Met Div",2009-09-01,74.0
"Nassau-Suffolk, NY Met Div",2009-10-01,75.0
"Nassau-Suffolk, NY Met Div",2009-11-01,75.0
"Nassau-Suffolk, NY Met Div",2009-12-01,75.0
"Nassau-Suffolk, NY Met Div",2010-01-01,75.0
"Nassau-Suffolk, NY Met Div",2010-02-01,75.0
"Nassau-Suffolk, NY Met Div",2010-03-01,75.0
"Nassau-Suffolk, NY Met Div",2010-04-01,74.0
"Nassau-Suffolk, NY Met Div",2010-05-01,74.0
"Nassau-Suffolk, NY Met Div",2010-06-01,73.0
"Nassau-Suffolk, NY Met Div",2010-07-01,73.0
"Nassau-Suffolk, NY Met Div",2010-08-01,73.0
"Nassau-Suffolk, NY Met Div",2010-09-01,73.0
"Nassau-Suffolk, NY Met Div",2010-10-01,74.0
"Nassau-Suffolk, NY Met Div",2010-11-01,74.0
"Nassau-Suffolk, NY Met Div",2010-12-01,73.0
"Nassau-Suffolk, NY Met Div",2011-01-01,73.0
"Nassau-Suffolk, NY Met Div",2011-02-01,72.0
"Nassau-Suffolk, NY Met Div",2011-03-01,71.0
"Nassau-Suffolk, NY Met Div",2011-04-01,71.0
"Nassau-Suffolk, NY Met Div",2011-05-01,71.0
"Nassau-Suffolk, NY Met Div",2011-06-01,71.0
"Nassau-Suffolk, NY Met Div",2011-07-01,72.0
"Nassau-Suffolk, NY Met Div",2011-08-01,72.0
"Nassau-Suffolk, NY Met Div",2011-09-01,72.0
"Nassau-Suffolk, NY Met Div",2011-10-01,72.0
"Nassau-Suffolk, NY Met Div",2011-11-01,73.0
"Nassau-Suffolk, NY Met Div",2011-12-01,73.0
"Nassau-Suffolk, NY Met Div",2012-01-01,73.0
"Nassau-Suffolk, NY Met Div",2012-02-01,73.0
"Nassau-Suffolk, NY Met Div",2012-03-01,73.0
"Nassau-Suffolk, NY Met Div",2012-04-01,74.0
"Nassau-Suffolk, NY Met Div",2012-05-01,75.0
"Nassau-Suffolk, NY Met Div",2012-06-01,75.0
"Nassau-Suffolk, NY Met Div",2012-07-01,75.0
"Nassau-Suffolk, NY Met Div",2012-08-01,74.0
"Nassau-Suffolk, NY Met Div",2012-09-01,74.0
"Nassau-Suffolk, NY Met Div",2012-10-01,73.0
"Nassau-Suffolk, NY Met Div",2012-11-01,73.0
"Nassau-Suffolk, NY Met Div",2012-12-01,72.0
"Nassau-Suffolk, NY Met Div",2013-01-01,73.0
"Nassau-Suffolk, NY Met Div",2013-02-01,72.0
"Nassau-Suffolk, NY Met Div",2013-03-01,70.0
"Nassau-Suffolk, NY Met Div",2013-04-01,66.0
"Nassau-Suffolk, NY Met Div",2013-05-01,64.0
"Nassau-Suffolk, NY Met Div",2013-06-01,62.0
"Nassau-Suffolk, NY Met Div",2013-07-01,60.0
"Nassau-Suffolk, NY Met Div",2013-08-01,61.0
"Nassau-Suffolk, NY Met Div",2013-09-01,61.0
"Nassau-Suffolk, NY Met Div",2013-10-01,61.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-01-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-02-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-03-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-04-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-05-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-06-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-07-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-08-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-09-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-10-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-11-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2000-12-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-01-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-02-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-03-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-04-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-05-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-06-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-07-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-08-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-09-01,53.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-10-01,56.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-11-01,59.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2001-12-01,61.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-01-01,63.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-02-01,64.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-03-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-04-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-05-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-06-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-07-01,64.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-08-01,64.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-09-01,64.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-10-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-11-01,66.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2002-12-01,66.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-01-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-02-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-03-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-04-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-05-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-06-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-07-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-08-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-09-01,66.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-10-01,65.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-11-01,64.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2003-12-01,63.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-01-01,63.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-02-01,62.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-03-01,61.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-04-01,60.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-05-01,59.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-06-01,58.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-07-01,57.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-08-01,55.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-09-01,54.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-10-01,53.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-11-01,51.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2004-12-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-01-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-02-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-03-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-04-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-05-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-06-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-07-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-08-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-09-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-10-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-11-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2005-12-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-01-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-02-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-03-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-04-01,48.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-05-01,47.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-06-01,47.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-07-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-08-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-09-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-10-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-11-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2006-12-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-01-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-02-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-03-01,42.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-04-01,43.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-05-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-06-01,44.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-07-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-08-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-09-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-10-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-11-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2007-12-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-01-01,45.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-02-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-03-01,46.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-04-01,47.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-05-01,49.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-06-01,50.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-07-01,52.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-08-01,54.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-09-01,56.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-10-01,59.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-11-01,63.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2008-12-01,67.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-01-01,72.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-02-01,76.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-03-01,80.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-04-01,83.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-05-01,86.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-06-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-07-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-08-01,91.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-09-01,92.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-10-01,92.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-11-01,92.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2009-12-01,93.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-01-01,93.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-02-01,93.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-03-01,92.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-04-01,91.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-05-01,90.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-06-01,90.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-07-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-08-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-09-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-10-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-11-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2010-12-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-01-01,86.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-02-01,85.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-03-01,85.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-04-01,85.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-05-01,85.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-06-01,86.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-07-01,86.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-08-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-09-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-10-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-11-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2011-12-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-01-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-02-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-03-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-04-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-05-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-06-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-07-01,89.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-08-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-09-01,88.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-10-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-11-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2012-12-01,86.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-01-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-02-01,87.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-03-01,84.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-04-01,81.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-05-01,79.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-06-01,79.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-07-01,78.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-08-01,78.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-09-01,78.0
"New York-Northern New Jersey-Long Island, NY-NJ-PA MSA",2013-10-01,79.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-01-01,54.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-02-01,54.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-03-01,53.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-04-01,53.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-05-01,52.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-06-01,52.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-07-01,51.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-08-01,51.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-09-01,50.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-10-01,50.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-11-01,49.0
"New York-White Plains-Wayne, NY-NJ Met Div",2000-12-01,48.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-01-01,48.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-02-01,48.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-03-01,48.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-04-01,49.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-05-01,50.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-06-01,51.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-07-01,53.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-08-01,56.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-09-01,60.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-10-01,63.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-11-01,66.0
"New York-White Plains-Wayne, NY-NJ Met Div",2001-12-01,69.0
"New York-White Plains-Wayne, NY-NJ Met Div",2002-01-01,71.0
"New York-White Plains-Wayne, NY-NJ Met Div",2002-02-01,72.0
"New York-White Plains-Wayne, NY-NJ Met Div",2002-03-01,73.0
